id,timestamp,user,pc,event,process,parent_process,command_line,integrity_level
{VYKJ7SF2-NFI77ICE-1O8N},2025-01-16T12:58:43Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{9MKQAW73-C95UZ4PW-9NZQ},2025-01-16T12:34:22Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{9PV383Y8-EAAC78YU-IPA6},2025-01-16T14:13:37Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{JYHP4O1B-34J5QG7L-9JT6},2025-01-16T17:29:23Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{TJ1CJAVU-NKRJWUAI-IHKI},2025-01-16T16:39:06Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{1P8MST72-9XZI35JW-XF58},2025-01-16T15:53:41Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{WLHCKOJZ-F84P4LJI-9ICT},2025-01-16T18:38:55Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{MUU1PKRQ-FR3YM5QS-41YI},2025-01-16T08:20:42Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{P5R3P34E-703WGXWU-0CH8},2025-01-16T07:37:08Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{KJCKBTFV-PTP6DNPW-LEJE},2025-01-16T14:55:56Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{51U1Q3ON-I3ZB8973-DWQ3},2025-01-16T12:25:26Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{SYABBWF3-W6L96LXT-DREN},2025-01-17T09:17:57Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{GG02BSZF-L6PCHLLA-B5WL},2025-01-17T16:43:35Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{CV7PM7C6-VQIYF71M-4MB7},2025-01-17T18:06:22Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{9L78PBE7-AIHYA2DB-0TC2},2025-01-17T14:49:55Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{FQBWHHCE-C8LVV0AT-MKBY},2025-01-17T18:38:10Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{B6KZJZAP-DD1ORDNT-6GN9},2025-01-17T14:51:51Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{7RUJBS7Q-R424ZQFI-8SGE},2025-01-17T07:04:02Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{WFSPHVAW-S4PH1V9C-ZR4P},2025-01-17T16:31:55Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{AT0LGCEC-I3KVV5E8-8NTZ},2025-01-20T12:19:40Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{M7JLTMQ8-CNJ1SR3F-7WWX},2025-01-20T11:17:37Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{JA29Z7MA-QY3UYVIT-QR84},2025-01-20T09:31:04Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{LBERCQG6-8SY9CTDK-KQ9E},2025-01-20T19:03:37Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{TQ6OEA4U-S9X346YV-405V},2025-01-20T18:23:29Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{U6XQALF3-O4VVZMPZ-5NWR},2025-01-20T09:49:45Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{JVRQOYB4-ATCVMNQN-BR3R},2025-01-20T15:52:43Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{VCMH7JIF-PU2QFYXY-612F},2025-01-20T08:49:16Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{6ZCIKN1G-A88SMVTC-69LM},2025-01-20T16:34:52Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{NUT1F795-ANOBIJ0Q-K33O},2025-01-21T16:58:13Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{ZJK045RO-FG8Q6313-C94L},2025-01-21T09:11:09Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{8RZD9POR-ZOC8V3VF-HFC6},2025-01-21T13:09:11Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{YTMWM6VW-4ZVD0HGW-PGFD},2025-01-21T08:42:10Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{R14IQ9YY-QT61H23O-JXAX},2025-01-21T15:47:56Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{FD2YQ97A-C41J3W4D-9YLK},2025-01-21T08:51:17Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{J665137S-TUFTVIL9-959G},2025-01-21T19:02:17Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{SYU6RDQX-GKJDD0A0-L25L},2025-01-21T11:22:48Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{GDBDQPVF-8HHACL0B-WMB7},2025-01-21T19:31:12Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{N58J4FAR-CKSJ3388-P5LJ},2025-01-22T16:55:25Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{JIDTYIK4-XT83ENMN-IDRK},2025-01-22T16:40:39Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{07UNHPKV-LZ3L81ZP-75YO},2025-01-22T19:47:14Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{R93O2NCF-GOPRL1HY-NSP7},2025-01-22T11:06:16Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{A820OVLE-GTZU2ZHJ-NHV2},2025-01-22T11:34:07Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{WGWBXX6I-AHGHW8O1-6U6O},2025-01-22T13:54:39Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{H5N4AVMA-YWMRGCK9-R83N},2025-01-22T12:17:52Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{XP1P26JU-08UZO3DU-0MHO},2025-01-22T16:39:20Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{D88CY6H1-RU1VD89D-OVJH},2025-01-22T14:14:48Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{RULHOHQT-MQ9C0V5J-LPV5},2025-01-22T07:31:16Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{EMK7QCH8-POJRROKQ-XGYJ},2025-01-23T09:42:03Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{NJ5CGF74-98K3WDVR-IU03},2025-01-23T13:21:38Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{2764Z5F8-H8Z76GD2-JDUY},2025-01-23T14:08:19Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{Z7VMX9ER-VKA0GHBX-DJ72},2025-01-23T13:45:24Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{5VF1PAUI-RX58S10G-WR18},2025-01-23T13:03:59Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{4PGTH43E-EGFLME1G-HA46},2025-01-23T11:21:33Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{Q1EJOUX8-VEXIZFXO-X7LL},2025-01-23T10:17:03Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{Q0TP4C3F-TJRU3Z4C-JQCJ},2025-01-23T16:24:07Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{J1ZPJFAF-MP7O4UUM-PTF0},2025-01-23T13:26:43Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{V05K5VPR-KXSV9CTV-AAPO},2025-01-23T17:16:10Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{TW4ZDNC7-E5WGLIPI-XCXC},2025-01-23T18:03:54Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{YP7OFSF5-C1AL9SA6-8O2Z},2025-01-24T07:26:52Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{BTB1KN6F-JI2CUI6Z-QQIP},2025-01-24T11:38:34Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{5OWI84VW-3TVHT4Y9-NFLS},2025-01-24T16:24:26Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{NIHZADTP-HBUAXL1K-OE6E},2025-01-24T07:13:53Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{NCBIBRST-TKLMXMJ5-M59J},2025-01-24T11:04:42Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{0QPRO0D9-WM29TE0L-VB7U},2025-01-24T16:23:52Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{2N0KF8T8-24URHO6R-D6Y7},2025-01-24T14:00:12Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{6CZ8JIGL-SK8GTLXO-RF2Q},2025-01-24T11:26:02Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{XMIAJOFE-8LYAMAJ9-BNSA},2025-01-24T18:11:41Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{4WNXZAAO-GJW3OXHQ-V3PS},2025-01-24T18:41:46Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{XWSPJCX3-YYFBYMNR-2BSZ},2025-01-24T08:31:53Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{BAU1ZF0S-T5GZ25F3-HYAR},2025-01-24T13:14:59Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{GOT2J3NF-7HSA2CCG-VW35},2025-01-24T07:28:07Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{NBKWZM0Q-F3H0QZX2-LWGA},2025-01-24T08:19:26Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{ZI796UOV-FNUY0A3M-13F8},2025-01-27T07:17:14Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{MKNGFZSR-V77POKCM-K6MU},2025-01-27T11:24:41Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{I4VE7N56-HWUKWNBR-9XM3},2025-01-27T11:56:18Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{PJ1Y3OXI-CE3FDM01-UI5W},2025-01-27T16:48:59Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{CNH9VV23-1ZFLHEZ8-2OZZ},2025-01-27T17:28:49Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{6FWHY0A5-L4OXWI4D-DH3G},2025-01-27T14:42:50Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{IN5K4TPF-U58GBHW7-RSOB},2025-01-27T08:37:22Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{5J85PMU7-I0SYRY75-SM1C},2025-01-27T08:45:50Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{WOMTZZN3-2UV9N3WW-YWTG},2025-01-28T15:50:19Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{1RHNSW9G-J14M896R-FFQR},2025-01-28T10:21:10Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{94AS1RMT-FAVVTB2L-BXMT},2025-01-28T17:12:35Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{3RUFJCV1-PKIF5YE3-NRI2},2025-01-28T16:39:22Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{L9LC3CAF-J67TIX3L-70ST},2025-01-28T14:25:12Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{FW3NYTO5-1ILH6GT5-PQP6},2025-01-28T17:32:28Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{0NK6P84E-RJJ5D5SS-DSS1},2025-01-28T07:13:29Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{INB6TY5B-UJ4L7FBS-5UT7},2025-01-28T19:18:00Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{2JKXYXEV-2OW67L5C-68S6},2025-01-28T16:36:36Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{71XUDY3A-8RX8NCWQ-YRCV},2025-01-28T10:11:43Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{RWQUB75K-MICBMD70-YIXX},2025-01-28T07:06:20Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{UMOQOL7C-TXKOO2RY-N1P5},2025-01-29T17:51:23Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{GFVISPI5-J1YQIMXD-2CVJ},2025-01-29T09:42:34Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{6HGOBO0E-3GF3P0BV-2WDJ},2025-01-29T13:27:47Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{8ZZQ14M9-1CWLZDVB-AX99},2025-01-29T07:15:17Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{8UK7MBLB-4GWT2XD7-B3C7},2025-01-29T09:31:44Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{U7LONSPO-M63O73AO-FRW3},2025-01-29T15:20:44Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{89Q3IZX7-NPCYZVYQ-Q4O1},2025-01-29T18:49:50Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{KNT4C9MO-9RA76ZL3-3O5A},2025-01-29T18:26:05Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{9FYESY3E-4WCS0U0K-9A66},2025-01-29T11:27:56Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{A3RS0U4D-LBHFI0J9-TEJW},2025-01-29T13:24:51Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{1HEZWGGR-ANOXCNX1-7YOG},2025-01-29T07:13:08Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{3N5LMOM6-RX55KRW4-8CMQ},2025-01-29T08:58:38Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{BIE4GM2L-ZKJTAEPQ-WY1K},2025-01-29T10:22:10Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{8FE80PJ9-8XK1QVHB-KFCX},2025-01-29T14:16:20Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{LS0YNXCJ-ZCW7HW0J-YX0K},2025-01-30T14:33:06Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{RT75O6ND-A04VYD0K-Y4QK},2025-01-30T17:06:43Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{4FW06HYW-8U0U2444-47HU},2025-01-30T07:34:25Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{9TOK6655-OBPB4VPG-1D93},2025-01-30T10:19:12Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{L5O9XXY9-3ZHNVC9F-510W},2025-01-30T17:58:30Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{R184OPAS-C43ZWD39-V68H},2025-01-30T16:31:18Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{BXWV41HV-YOQJY1MQ-NYJT},2025-01-30T15:31:38Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{NTQWB5G2-3LY422PL-00QW},2025-01-30T18:13:36Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{P657INQW-PECQ6OWH-MSOS},2025-01-30T07:19:27Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{P54B635D-J45P7LAD-82KX},2025-01-30T14:11:10Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{081IGCCJ-FS5K462M-94VB},2025-01-30T19:49:46Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{8NC9IZUR-YIM3MUQ3-KT0O},2025-01-30T10:58:05Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{6AOWXQXY-243GOWED-SKXG},2025-01-30T18:00:18Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{QCLKZEPG-L3FWDSOB-OBX5},2025-01-31T16:52:54Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{W9HNFTNH-J2DC0PAZ-DBNZ},2025-01-31T10:00:04Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{Z6JJCTXE-Y4RSI1M2-A072},2025-01-31T12:34:39Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{C6BS6EAA-UK5H4D12-GDN8},2025-01-31T18:10:35Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{3I6PTDPO-QXM8QUKG-L3K8},2025-01-31T07:59:25Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{JORYU80O-OONOLU7M-9F98},2025-01-31T14:19:27Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{F6JJG4XP-A3AQU3LF-L9H6},2025-01-31T19:14:04Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{PPEEUW76-4LGSL423-C66A},2025-01-31T08:29:36Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{NIKBZFFS-MHPWMYYA-BXAV},2025-02-03T13:19:55Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{5YH6ITOW-UG3WV5JV-NTP8},2025-02-03T08:24:59Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{BO14HQFJ-GRZM9KET-AFLJ},2025-02-03T12:52:40Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{HZS8PCUV-315M55GE-HA05},2025-02-03T18:08:38Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{O6NIIO05-BSZZGCSV-2DXZ},2025-02-03T13:23:01Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{67HBME2N-UZNF3LQQ-WHAM},2025-02-03T08:14:07Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{PM4JX2XZ-T2ZG52KH-JUFI},2025-02-03T10:30:15Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{AIMBCHJL-ZB34AGF0-CXJT},2025-02-03T07:25:46Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{BX8OOUR4-8Q9IQP4K-9TED},2025-02-03T08:55:22Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{VU8MEKQL-NISE2VBG-NK7K},2025-02-03T11:36:43Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{OQBYAW3I-Y1V1CW8X-G1B7},2025-02-03T13:55:22Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{0IAWP5ZM-1Y9BLBD2-APN0},2025-02-03T09:58:50Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{OJJ58UZ6-T4OK38DG-FMET},2025-02-03T18:17:19Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
{1NKTIE76-DAFEVKYS-3DGC},2025-02-04T15:34:48Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{LB8N6O39-KTSAOBWS-8CSB},2025-02-04T17:30:32Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{M2FROVN4-0E8XWF8U-K81N},2025-02-04T12:06:57Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{H7K6C84I-NEY36XLV-TZUL},2025-02-04T17:47:53Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{Q2NB5TNG-BRKWZPKD-MB5P},2025-02-04T11:55:24Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{AD3JS2CR-U19I1TIK-F6SC},2025-02-04T15:18:25Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{0CTLA0T4-JEW6MFDU-W9NL},2025-02-04T09:00:37Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{EUVJG6I9-HZIIZT9P-20W3},2025-02-04T18:06:32Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{Y350XUU1-QVUXWHEX-Q6ZO},2025-02-05T07:27:12Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{TZ3HPS3H-145XK9O3-TPZY},2025-02-05T11:01:32Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{CCZU3808-DJL09UWG-W9U7},2025-02-05T08:29:33Z,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium
{1NOS41FW-7M15X76Y-C30D},2025-02-05T08:32:09Z,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium
{9HV0UUOL-R0YZ3JX6-1L7D},2025-02-05T13:27:38Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{J5XNUL6Q-WCXKJEXU-TYAD},2025-02-05T17:49:25Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{IN1Z7KB5-D5Z5Z1CT-LOVT},2025-02-05T08:07:08Z,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium
{MJ7KIIXP-WM5VB8X8-P4V6},2025-02-05T08:17:25Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{JTP1BQ68-IU80QP0C-1LVD},2025-02-05T12:15:39Z,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium
{HVRLNHQ1-U5I4D053-KXL5},2025-02-05T16:03:20Z,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium
{PSXI7HEJ-2D18BI4N-6PUR},2025-02-05T07:46:59Z,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium
{9S7NTJSN-SJYLJF9W-56CV},2025-02-05T17:56:29Z,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium
{Y2V5J79F-FMSXALQF-XHIB},2025-02-05T14:28:21Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{S3I8R75F-GPR3K7UV-JLT8},2025-02-05T07:16:28Z,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium
{MAWZRIAD-NAKJI25F-IIFV},2025-02-06T13:14:17Z,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium
{6QJI58N9-HNEZ1CBD-5JM6},2025-02-06T13:37:27Z,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium
