id,date,src_ip,dst_ip,dst_port,protocol,bytes_in,bytes_out,alert,user,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,upload_download_ratio,bytes_out_mb,is_large_upload,is_internal_dst,is_lateral_movement_protocol,user_id_mapped
{T9HXQSRI-BOH8TQ1R-LQQA},2025-01-15 11:24:45,192.168.1.20,142.250.0.0,443,HTTPS,93162,39846,,allison.hill,11,2,15,0,1,0,0.4277019846934942,0.03800010681152344,0,0,0,U0000
{BEQF65T2-8SHDPK3D-3U1L},2025-01-15 08:57:30,192.168.1.20,8.8.4.4,443,HTTPS,53703,24531,,allison.hill,8,2,15,0,1,0,0.4567816177565917,0.02339458465576172,0,0,0,U0000
{PMD9T41H-JP2V7NXC-6JC0},2025-01-16 13:12:37,192.168.1.20,1.1.1.1,443,HTTPS,56264,23364,,allison.hill,13,3,16,0,1,0,0.41524926686217006,0.022281646728515625,0,0,0,U0000
{ESRTIUNH-LHGVFARW-B48G},2025-01-16 12:17:21,192.168.1.20,142.250.0.0,443,HTTPS,38140,49752,,allison.hill,12,3,16,0,1,0,1.3044230617970163,0.04744720458984375,0,0,0,U0000
{E14RBLRY-575G8196-9XTJ},2025-01-16 19:29:44,192.168.1.20,8.8.4.4,443,HTTPS,59810,35598,,allison.hill,19,3,16,0,1,0,0.5951748006219592,0.03394889831542969,0,0,0,U0000
{U0VC6ASC-QER7OUYK-DY7K},2025-01-16 11:52:36,192.168.1.20,1.1.1.1,443,HTTPS,79586,4221,,allison.hill,11,3,16,0,1,0,0.05303629989822459,0.004025459289550781,0,0,0,U0000
{VYM4L595-WQZL7KDC-6PZC},2025-01-16 11:56:28,192.168.1.20,8.8.8.8,443,HTTPS,81603,21112,,allison.hill,11,3,16,0,1,0,0.25871280819567666,0.02013397216796875,0,0,0,U0000
{OWXE5EMF-LTY6EB8P-F499},2025-01-16 11:23:45,192.168.1.20,1.0.0.1,443,HTTPS,65645,48881,,allison.hill,11,3,16,0,1,0,0.7446150565152485,0.046616554260253906,0,0,0,U0000
{9MPGH3HQ-5IVK4V5D-N3GE},2025-01-16 09:20:34,192.168.1.20,172.217.0.0,443,HTTPS,92742,23842,,allison.hill,9,3,16,0,1,0,0.257076005736282,0.022737503051757812,0,0,0,U0000
{YSXPT8TU-WQ1M0BF2-5SHJ},2025-01-16 13:38:27,192.168.1.20,1.1.1.1,443,HTTPS,35901,7555,,allison.hill,13,3,16,0,1,0,0.21043395911091303,0.007205009460449219,0,0,0,U0000
{JJ2OCEU9-PBCJSFGG-NO1L},2025-01-16 11:43:36,192.168.1.20,8.8.8.8,443,HTTPS,36880,33743,,allison.hill,11,3,16,0,1,0,0.9149155391665085,0.032179832458496094,0,0,0,U0000
{TW0UAU6U-01TRWSLR-I40E},2025-01-16 14:54:17,192.168.1.20,142.250.0.0,443,HTTPS,76791,21728,,allison.hill,14,3,16,0,1,0,0.2829461402229399,0.020721435546875,0,0,0,U0000
{MPRGCCJ4-60OTXOSE-R9ZG},2025-01-16 08:13:22,192.168.1.20,8.8.4.4,443,HTTPS,30218,26399,,allison.hill,8,3,16,0,1,0,0.8735894635825143,0.025176048278808594,0,0,0,U0000
{79Q015FO-QANHPS9V-P0EN},2025-01-16 10:49:07,192.168.1.20,172.217.0.0,443,HTTPS,70937,43576,,allison.hill,10,3,16,0,1,0,0.6142828949223266,0.04155731201171875,0,0,0,U0000
{V0Y1SL9G-G2K7SJFE-DKZ8},2025-01-16 13:30:07,192.168.1.20,1.1.1.1,443,HTTPS,87991,12685,,allison.hill,13,3,16,0,1,0,0.1441608328029821,0.012097358703613281,0,0,0,U0000
{XAR5UKGK-F1EV3DX4-J9JK},2025-01-16 17:56:06,192.168.1.20,1.1.1.1,443,HTTPS,88833,18756,,allison.hill,17,3,16,0,1,0,0.2111353760947385,0.017887115478515625,0,0,0,U0000
{BNOXSOL4-98N7BTWO-3VS9},2025-01-16 15:01:25,192.168.1.20,1.0.0.1,443,HTTPS,15285,21657,,allison.hill,15,3,16,0,1,0,1.4167866021195865,0.020653724670410156,0,0,0,U0000
{OJIWYY5G-45BMN5YX-2T9A},2025-01-16 11:49:12,192.168.1.20,8.8.4.4,443,HTTPS,106497,49318,,allison.hill,11,3,16,0,1,0,0.46308850870438883,0.04703330993652344,0,0,0,U0000
{MIEOUSRS-14A546CW-BB7U},2025-01-16 09:40:32,192.168.1.20,8.8.8.8,443,HTTPS,20511,35388,,allison.hill,9,3,16,0,1,0,1.7252340093603744,0.033748626708984375,0,0,0,U0000
{SLZAHPR3-KR2HCE1X-6K7Y},2025-01-16 08:11:49,192.168.1.20,142.250.0.0,443,HTTPS,62979,9094,,allison.hill,8,3,16,0,1,0,0.1443950460463639,0.008672714233398438,0,0,0,U0000
{WV4PBKC6-XVV8WASP-AZW5},2025-01-16 09:06:40,192.168.1.20,1.0.0.1,443,HTTPS,19540,35502,,allison.hill,9,3,16,0,1,0,1.8167954557085104,0.03385734558105469,0,0,0,U0000
{6LEVVHZT-3R0NNTNK-NR0L},2025-01-16 16:38:19,192.168.1.20,8.8.4.4,443,HTTPS,88779,32901,,allison.hill,16,3,16,0,1,0,0.37059022302320344,0.03137683868408203,0,0,0,U0000
{IBEGJKDP-NIW6XVSF-J8MN},2025-01-17 15:20:26,192.168.1.20,8.8.4.4,443,HTTPS,50457,59068,,allison.hill,15,4,17,0,1,0,1.1706369653969637,0.056331634521484375,0,0,0,U0000
{G2OHV1G2-GQZHE9YA-C8T0},2025-01-17 08:38:18,192.168.1.20,8.8.4.4,443,HTTPS,59083,36826,,allison.hill,8,4,17,0,1,0,0.6232821068309525,0.03512001037597656,0,0,0,U0000
{CRJUKBR9-SJAQF7RS-KBPX},2025-01-17 16:19:02,192.168.1.20,1.1.1.1,443,HTTPS,90736,45092,,allison.hill,16,4,17,0,1,0,0.4969527315207688,0.043003082275390625,0,0,0,U0000
{OK5OGM2A-FED2PVFB-XJR9},2025-01-17 09:07:51,192.168.1.20,8.8.8.8,443,HTTPS,13455,49865,,allison.hill,9,4,17,0,1,0,3.7057818073721758,0.047554969787597656,0,0,0,U0000
{2EMMYQ9A-QXZU8UYT-BCD6},2025-01-17 10:48:23,192.168.1.20,8.8.4.4,443,HTTPS,78214,13675,,allison.hill,10,4,17,0,1,0,0.17483858594898677,0.013041496276855469,0,0,0,U0000
{V3S1EBV7-JOHRTHHM-9TGB},2025-01-17 17:25:32,192.168.1.20,8.8.4.4,443,HTTPS,95273,29159,,allison.hill,17,4,17,0,1,0,0.30605411759766565,0.027808189392089844,0,0,0,U0000
{GH1ZPA3J-O079CFKL-7U1O},2025-01-17 15:58:34,192.168.1.20,172.217.0.0,443,HTTPS,117302,53388,,allison.hill,15,4,17,0,1,0,0.45512902483312445,0.050914764404296875,0,0,0,U0000
{YO5FRO1W-2R342TFB-FMOJ},2025-01-17 10:09:12,192.168.1.20,1.0.0.1,443,HTTPS,90133,27054,,allison.hill,10,4,17,0,1,0,0.3001531053764395,0.025800704956054688,0,0,0,U0000
{SWP8ZRJJ-M43X89L2-KBNC},2025-01-17 17:42:20,192.168.1.20,8.8.8.8,443,HTTPS,47656,7798,,allison.hill,17,4,17,0,1,0,0.16362758881171707,0.0074367523193359375,0,0,0,U0000
{QSAYN2PF-TJ82QDB6-3DYP},2025-01-17 12:37:12,192.168.1.20,172.217.0.0,443,HTTPS,56878,30479,,allison.hill,12,4,17,0,1,0,0.535856818861091,0.029067039489746094,0,0,0,U0000
{8L70I9T8-LSYUGC2V-FUUH},2025-01-17 11:17:53,192.168.1.20,8.8.8.8,443,HTTPS,57219,26386,,allison.hill,11,4,17,0,1,0,0.4611324711639287,0.025163650512695312,0,0,0,U0000
{9RY97Y95-4GYPNLXW-RHEU},2025-01-17 18:28:32,192.168.1.20,8.8.8.8,443,HTTPS,25983,14119,,allison.hill,18,4,17,0,1,0,0.5433728448275862,0.013464927673339844,0,0,0,U0000
{KV9U8KO3-172J68IY-R81A},2025-01-17 10:35:37,192.168.1.20,8.8.8.8,443,HTTPS,42482,22182,,allison.hill,10,4,17,0,1,0,0.5221382670715345,0.021154403686523438,0,0,0,U0000
{TV2IRM92-FGVCEOO0-5ZQF},2025-01-17 07:36:21,192.168.1.20,8.8.4.4,443,HTTPS,49237,22452,,allison.hill,7,4,17,0,1,0,0.45598927657500304,0.021411895751953125,0,0,0,U0000
{E5UJ15R3-ZAP2GNER-4Z8Y},2025-01-17 11:21:37,192.168.1.20,1.1.1.1,443,HTTPS,78787,32325,,allison.hill,11,4,17,0,1,0,0.4102782149565924,0.03082752227783203,0,0,0,U0000
{F7ZQFK08-AMYX3X60-8TP5},2025-01-17 07:31:20,192.168.1.20,142.250.0.0,443,HTTPS,73281,13208,,allison.hill,7,4,17,0,1,0,0.18023525558800252,0.01259613037109375,0,0,0,U0000
{XZ3QUTOH-PVBHH3DP-NYLH},2025-01-17 17:29:12,192.168.1.20,8.8.4.4,443,HTTPS,24485,14947,,allison.hill,17,4,17,0,1,0,0.6104304500530916,0.014254570007324219,0,0,0,U0000
{ZQZ7MHQO-79IATK7T-A9LL},2025-01-17 14:13:31,192.168.1.20,1.0.0.1,443,HTTPS,93568,20875,,allison.hill,14,4,17,0,1,0,0.22309739336746146,0.01990795135498047,0,0,0,U0000
{S4O5EF1Y-D9OWA5T7-6V4R},2025-01-17 09:49:27,192.168.1.20,172.217.0.0,443,HTTPS,14839,16292,,allison.hill,9,4,17,0,1,0,1.097843665768194,0.015537261962890625,0,0,0,U0000
{B1VVMYVM-IE3ZL4HE-Z2Z3},2025-01-17 16:48:41,192.168.1.20,142.250.0.0,443,HTTPS,82544,23029,,allison.hill,16,4,17,0,1,0,0.27898721909261615,0.02196216583251953,0,0,0,U0000
{SBZJAVIF-KMP5DMDL-IOJM},2025-01-17 15:42:11,192.168.1.20,1.1.1.1,443,HTTPS,63039,18414,,allison.hill,15,4,17,0,1,0,0.2921002538071066,0.017560958862304688,0,0,0,U0000
{7FSBGIBJ-Q7WPGXIU-TIV2},2025-01-17 17:16:57,192.168.1.20,1.1.1.1,443,HTTPS,72736,20762,,allison.hill,17,4,17,0,1,0,0.2854393224906169,0.019800186157226562,0,0,0,U0000
{OZ67WNVP-J2LDHA17-F7Z3},2025-01-17 19:14:49,192.168.1.20,8.8.4.4,443,HTTPS,55178,50431,,allison.hill,19,4,17,0,1,0,0.9139527718878558,0.048094749450683594,0,0,0,U0000
{58XFA12P-V2HOKX79-3GS9},2025-01-17 09:35:36,192.168.1.20,1.1.1.1,443,HTTPS,32546,35502,,allison.hill,9,4,17,0,1,0,1.0907917780440595,0.03385734558105469,0,0,0,U0000
{P767FW3G-JUH1R0K9-FQ5N},2025-01-17 10:30:27,192.168.1.20,1.1.1.1,443,HTTPS,81388,18995,,allison.hill,10,4,17,0,1,0,0.23338534691420215,0.01811504364013672,0,0,0,U0000
{KH98M0AR-BB2Z6HQN-KP5L},2025-01-17 15:33:27,192.168.1.20,8.8.4.4,443,HTTPS,6593,25766,,allison.hill,15,4,17,0,1,0,3.9074916590840156,0.024572372436523438,0,0,0,U0000
{MPR7WCEK-GNKUH8UT-ZNN5},2025-01-20 07:17:41,192.168.1.20,8.8.8.8,443,HTTPS,41112,19496,,allison.hill,7,0,20,0,1,0,0.4742052392187386,0.01859283447265625,0,0,0,U0000
{S5JQ0UC8-SUI6AUAD-8L5F},2025-01-20 19:33:34,192.168.1.20,8.8.8.8,443,HTTPS,58976,9982,,allison.hill,19,0,20,0,1,0,0.16925242043508487,0.009519577026367188,0,0,0,U0000
{VKO8S0AJ-3VY9K0UG-41M2},2025-01-20 16:29:37,192.168.1.20,8.8.4.4,443,HTTPS,69608,12358,,allison.hill,16,0,20,0,1,0,0.17753451421511587,0.011785507202148438,0,0,0,U0000
{LHMDCWI2-UXFXJPVD-87XN},2025-01-20 17:13:10,192.168.1.20,142.250.0.0,443,HTTPS,42361,25056,,allison.hill,17,0,20,0,1,0,0.5914734903923328,0.023895263671875,0,0,0,U0000
{Z7HFXFEW-B8DY8D38-5114},2025-01-20 12:19:14,192.168.1.20,1.1.1.1,443,HTTPS,35281,6225,,allison.hill,12,0,20,0,1,0,0.17643557621450032,0.005936622619628906,0,0,0,U0000
{G4U5OMG4-OVACN37W-FMGG},2025-01-20 12:54:49,192.168.1.20,172.217.0.0,443,HTTPS,29034,2477,,allison.hill,12,0,20,0,1,0,0.08531083175477872,0.0023622512817382812,0,0,0,U0000
{343P8BI2-KTSXO483-8CP8},2025-01-20 15:44:45,192.168.1.20,8.8.4.4,443,HTTPS,68134,25674,,allison.hill,15,0,20,0,1,0,0.37681074337711895,0.024484634399414062,0,0,0,U0000
{886FRFH9-BLEO3P0A-WB4T},2025-01-20 12:27:46,192.168.1.20,142.250.0.0,443,HTTPS,88178,33738,,allison.hill,12,0,20,0,1,0,0.38260810397033307,0.03217506408691406,0,0,0,U0000
{YC9LQVFW-SMPQ5131-886V},2025-01-20 13:00:54,192.168.1.20,8.8.4.4,443,HTTPS,60833,11326,,allison.hill,13,0,20,0,1,0,0.1861787816023934,0.010801315307617188,0,0,0,U0000
{YXIGJN0Y-QQCZRISV-BAUC},2025-01-20 12:13:41,192.168.1.20,8.8.4.4,443,HTTPS,77570,8654,,allison.hill,12,0,20,0,1,0,0.11156231065733328,0.008253097534179688,0,0,0,U0000
{KN3JFFIJ-WR54O77T-HOE1},2025-01-20 19:33:16,192.168.1.20,142.250.0.0,443,HTTPS,19039,38466,,allison.hill,19,0,20,0,1,0,2.0202731092436976,0.03668403625488281,0,0,0,U0000
{W86COABU-QD7VGOL1-U808},2025-01-20 11:29:24,192.168.1.20,1.0.0.1,443,HTTPS,37449,20478,,allison.hill,11,0,20,0,1,0,0.5468090787716956,0.019529342651367188,0,0,0,U0000
{TV2J71CS-3YF81KIZ-Q9TG},2025-01-20 07:37:38,192.168.1.20,8.8.8.8,443,HTTPS,96254,9848,,allison.hill,7,0,20,0,1,0,0.1023115682302218,0.00939178466796875,0,0,0,U0000
{UU2O03S2-EFU71ZFN-E3ET},2025-01-20 17:22:33,192.168.1.20,8.8.4.4,443,HTTPS,50963,2539,,allison.hill,17,0,20,0,1,0,0.04981948041754964,0.0024213790893554688,0,0,0,U0000
{396PKYW1-LDL74NW0-PHSO},2025-01-20 16:08:53,192.168.1.20,8.8.4.4,443,HTTPS,43466,28031,,allison.hill,16,0,20,0,1,0,0.6448800239261969,0.026732444763183594,0,0,0,U0000
{NM2UTHUB-4E8HWJ0U-DDMZ},2025-01-20 12:08:33,192.168.1.20,142.250.0.0,443,HTTPS,22673,11810,,allison.hill,12,0,20,0,1,0,0.5208608979447825,0.011262893676757812,0,0,0,U0000
{XTJE1NQ2-22RVOK3Y-9XR8},2025-01-20 16:04:31,192.168.1.20,1.1.1.1,443,HTTPS,8277,43560,,allison.hill,16,0,20,0,1,0,5.2621406136748,0.04154205322265625,0,0,0,U0000
{3LFJXU18-GNTSKPME-7Q3N},2025-01-21 14:33:13,192.168.1.20,1.0.0.1,443,HTTPS,97385,10655,,allison.hill,14,1,21,0,1,0,0.10940997679337892,0.010161399841308594,0,0,0,U0000
{NKAAPHR2-H7WGKF4F-S7TF},2025-01-21 07:58:34,192.168.1.20,1.1.1.1,443,HTTPS,32881,39313,,allison.hill,7,1,21,0,1,0,1.195578127851104,0.037491798400878906,0,0,0,U0000
{W8F1VKWS-95J9C54L-2RNK},2025-01-21 09:04:58,192.168.1.20,142.250.0.0,443,HTTPS,83460,6123,,allison.hill,9,1,21,0,1,0,0.07336360695414625,0.005839347839355469,0,0,0,U0000
{R2CCUX14-SLSM6IPH-KHYQ},2025-01-21 16:59:54,192.168.1.20,1.0.0.1,443,HTTPS,27864,37218,,allison.hill,16,1,21,0,1,0,1.335654046294635,0.03549385070800781,0,0,0,U0000
{NKHHI1U8-NW3XPXAM-6CT4},2025-01-21 09:21:42,192.168.1.20,172.217.0.0,443,HTTPS,101639,26395,,allison.hill,9,1,21,0,1,0,0.25969106650924834,0.02517223358154297,0,0,0,U0000
{23QB92QO-39TA3VFI-E7ZQ},2025-01-21 17:56:11,192.168.1.20,8.8.4.4,443,HTTPS,22230,6437,,allison.hill,17,1,21,0,1,0,0.28955062750213667,0.006138801574707031,0,0,0,U0000
{T1TEDQSG-VYVB0DZ8-HZN5},2025-01-21 19:57:15,192.168.1.20,172.217.0.0,443,HTTPS,65609,10997,,allison.hill,19,1,21,0,1,0,0.1676116445663771,0.010487556457519531,0,0,0,U0000
{6L50XXYY-MXTB1FYV-TP54},2025-01-21 17:22:32,192.168.1.20,1.1.1.1,443,HTTPS,57806,49378,,allison.hill,17,1,21,0,1,0,0.8541872091615202,0.04709053039550781,0,0,0,U0000
{55SITFN4-LZM6ZPTH-JYEA},2025-01-21 09:34:40,192.168.1.20,8.8.4.4,443,HTTPS,21172,15586,,allison.hill,9,1,21,0,1,0,0.7361261984603032,0.014863967895507812,0,0,0,U0000
{Y324QUWP-OXN4SOOS-V64Z},2025-01-21 14:42:50,192.168.1.20,142.250.0.0,443,HTTPS,46341,21251,,allison.hill,14,1,21,0,1,0,0.45856890078114887,0.02026653289794922,0,0,0,U0000
{7MROTSAX-1YH8O70P-J6DM},2025-01-21 16:05:52,192.168.1.20,1.0.0.1,443,HTTPS,30164,6903,,allison.hill,16,1,21,0,1,0,0.22884137245151664,0.006583213806152344,0,0,0,U0000
{HD0H1L3L-18VV7T8N-8FP5},2025-01-21 19:52:24,192.168.1.20,172.217.0.0,443,HTTPS,8506,33636,,allison.hill,19,1,21,0,1,0,3.953920300928647,0.032077789306640625,0,0,0,U0000
{LF94M4YY-T89FZ40S-X1OI},2025-01-21 10:01:56,192.168.1.20,142.250.0.0,443,HTTPS,87673,14187,,allison.hill,10,1,21,0,1,0,0.16181536145265416,0.013529777526855469,0,0,0,U0000
{I859TOS1-T22A4JXQ-HTS0},2025-01-21 10:50:53,192.168.1.20,8.8.8.8,443,HTTPS,36269,32356,,allison.hill,10,1,21,0,1,0,0.8920871243451889,0.030857086181640625,0,0,0,U0000
{90H0E82W-MAV7Y8FN-R75W},2025-01-21 11:17:19,192.168.1.20,1.0.0.1,443,HTTPS,39326,13258,,allison.hill,11,1,21,0,1,0,0.33712207897881863,0.012643814086914062,0,0,0,U0000
{MVUL1GFH-ZURLKJRX-EL3Z},2025-01-21 19:00:15,192.168.1.20,172.217.0.0,443,HTTPS,45228,40754,,allison.hill,19,1,21,0,1,0,0.9010590550310641,0.03886604309082031,0,0,0,U0000
{5PY2RBAK-S7RIVKUP-5339},2025-01-21 13:59:57,192.168.1.20,8.8.4.4,443,HTTPS,18906,36179,,allison.hill,13,1,21,0,1,0,1.9135240916062835,0.03450298309326172,0,0,0,U0000
{SLFPF6J4-T0S8Y5ZS-UY19},2025-01-22 11:38:58,192.168.1.20,142.250.0.0,443,HTTPS,66567,14561,,allison.hill,11,2,22,0,1,0,0.21873873332532148,0.013886451721191406,0,0,0,U0000
{KXF4DFEJ-MH20GF17-M120},2025-01-22 08:17:05,192.168.1.20,172.217.0.0,443,HTTPS,64489,37851,,allison.hill,8,2,22,0,1,0,0.586928205923399,0.03609752655029297,0,0,0,U0000
{OZ0TQ4WB-LLEPXMLL-Y5I3},2025-01-22 12:06:28,192.168.1.20,1.0.0.1,443,HTTPS,76724,47526,,allison.hill,12,2,22,0,1,0,0.6194330400782013,0.04532432556152344,0,0,0,U0000
{I2B6J3QP-GA0SOCEL-GCZ7},2025-01-22 15:08:20,192.168.1.20,8.8.8.8,443,HTTPS,82056,15317,,allison.hill,15,2,22,0,1,0,0.18666292942710555,0.014607429504394531,0,0,0,U0000
{J8E9LFXL-PG6H74YX-GUSO},2025-01-22 09:12:28,192.168.1.20,8.8.8.8,443,HTTPS,86828,9647,,allison.hill,9,2,22,0,1,0,0.11110343318476545,0.009200096130371094,0,0,0,U0000
{QTJYV0UK-0GHF95Z0-OJGU},2025-01-22 18:30:51,192.168.1.20,172.217.0.0,443,HTTPS,8688,25952,,allison.hill,18,2,22,0,1,0,2.986764875129474,0.024749755859375,0,0,0,U0000
{MN63NFF4-2P9SKRUB-U52B},2025-01-22 17:55:05,192.168.1.20,1.1.1.1,443,HTTPS,75404,46635,,allison.hill,17,2,22,0,1,0,0.618460314302765,0.04447460174560547,0,0,0,U0000
{YO5MSEFV-D0Y4CO5A-1T02},2025-01-22 16:46:48,192.168.1.20,1.0.0.1,443,HTTPS,23518,32508,,allison.hill,16,2,22,0,1,0,1.3822016242187167,0.031002044677734375,0,0,0,U0000
{CISUWCCM-C3NNGOER-T3GE},2025-01-22 09:28:54,192.168.1.20,1.1.1.1,443,HTTPS,77215,5462,,allison.hill,9,2,22,0,1,0,0.07073663489432241,0.0052089691162109375,0,0,0,U0000
{H1TW1AHP-OREFF6VU-84Y5},2025-01-22 07:51:43,192.168.1.20,142.250.0.0,443,HTTPS,15104,35444,,allison.hill,7,2,22,0,1,0,2.3465077788811652,0.033802032470703125,0,0,0,U0000
{NNH3GSFQ-01PUG486-S1OM},2025-01-22 12:27:24,192.168.1.20,1.1.1.1,443,HTTPS,78804,7017,,allison.hill,12,2,22,0,1,0,0.08904257344077153,0.006691932678222656,0,0,0,U0000
{18A5O8NW-YMNDTN2W-RO10},2025-01-22 16:27:52,192.168.1.20,1.0.0.1,443,HTTPS,39231,25993,,allison.hill,16,2,22,0,1,0,0.6625458809135399,0.024788856506347656,0,0,0,U0000
{8DKR5QM0-PZR628C1-7VMK},2025-01-22 15:41:34,192.168.1.20,1.1.1.1,443,HTTPS,61827,24156,,allison.hill,15,2,22,0,1,0,0.3906967716892023,0.023036956787109375,0,0,0,U0000
{00I6GC9Q-29S8IKKL-2SGE},2025-01-22 11:43:16,192.168.1.20,1.0.0.1,443,HTTPS,70252,40434,,allison.hill,11,2,22,0,1,0,0.5755483751583562,0.03856086730957031,0,0,0,U0000
{41HMITQ9-R880PXXO-3Y8I},2025-01-22 19:24:54,192.168.1.20,1.0.0.1,443,HTTPS,74117,5796,,allison.hill,19,2,22,0,1,0,0.07819962762082085,0.005527496337890625,0,0,0,U0000
{U8L4NM54-YCPGZ4K2-XJL2},2025-01-22 07:52:31,192.168.1.20,172.217.0.0,443,HTTPS,46534,42881,,allison.hill,7,2,22,0,1,0,0.9214784570753196,0.040894508361816406,0,0,0,U0000
{4OMZBR07-USR3MITC-5S5E},2025-01-22 09:42:19,192.168.1.20,8.8.8.8,443,HTTPS,80953,46671,,allison.hill,9,2,22,0,1,0,0.576512587395311,0.044508934020996094,0,0,0,U0000
{WJ4QX8P9-GSQYHTGY-T9UI},2025-01-22 11:14:16,192.168.1.20,1.1.1.1,443,HTTPS,22377,17744,,allison.hill,11,2,22,0,1,0,0.7929216194476718,0.0169219970703125,0,0,0,U0000
{DOGT3QGZ-7ZX198NA-FUUA},2025-01-22 11:47:21,192.168.1.20,172.217.0.0,443,HTTPS,24862,33901,,allison.hill,11,2,22,0,1,0,1.3635120460121466,0.03233051300048828,0,0,0,U0000
