id,date,user,pc,event,process,parent_process,command_line,integrity_level,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_scripting_tool,is_high_integrity,user_id_mapped
{5J85PMU7-I0SYRY75-SM1C},2025-01-27 08:45:50,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,8,0,27,0,1,0,0,0,U0000
{WOMTZZN3-2UV9N3WW-YWTG},2025-01-28 15:50:19,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,15,1,28,0,1,0,0,0,U0000
{1RHNSW9G-J14M896R-FFQR},2025-01-28 10:21:10,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium,10,1,28,0,1,0,0,0,U0000
{94AS1RMT-FAVVTB2L-BXMT},2025-01-28 17:12:35,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,17,1,28,0,1,0,0,0,U0000
{3RUFJCV1-PKIF5YE3-NRI2},2025-01-28 16:39:22,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,16,1,28,0,1,0,0,0,U0000
{L9LC3CAF-J67TIX3L-70ST},2025-01-28 14:25:12,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium,14,1,28,0,1,0,0,0,U0000
{FW3NYTO5-1ILH6GT5-PQP6},2025-01-28 17:32:28,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,17,1,28,0,1,0,0,0,U0000
{0NK6P84E-RJJ5D5SS-DSS1},2025-01-28 07:13:29,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,7,1,28,0,1,0,0,0,U0000
{INB6TY5B-UJ4L7FBS-5UT7},2025-01-28 19:18:00,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,19,1,28,0,1,0,0,0,U0000
{2JKXYXEV-2OW67L5C-68S6},2025-01-28 16:36:36,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,16,1,28,0,1,0,0,0,U0000
{71XUDY3A-8RX8NCWQ-YRCV},2025-01-28 10:11:43,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,10,1,28,0,1,0,0,0,U0000
{RWQUB75K-MICBMD70-YIXX},2025-01-28 07:06:20,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium,7,1,28,0,1,0,0,0,U0000
{UMOQOL7C-TXKOO2RY-N1P5},2025-01-29 17:51:23,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,17,2,29,0,1,0,0,0,U0000
{GFVISPI5-J1YQIMXD-2CVJ},2025-01-29 09:42:34,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium,9,2,29,0,1,0,0,0,U0000
{6HGOBO0E-3GF3P0BV-2WDJ},2025-01-29 13:27:47,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,13,2,29,0,1,0,0,0,U0000
{8ZZQ14M9-1CWLZDVB-AX99},2025-01-29 07:15:17,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium,7,2,29,0,1,0,0,0,U0000
{8UK7MBLB-4GWT2XD7-B3C7},2025-01-29 09:31:44,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,9,2,29,0,1,0,0,0,U0000
{U7LONSPO-M63O73AO-FRW3},2025-01-29 15:20:44,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,15,2,29,0,1,0,0,0,U0000
{89Q3IZX7-NPCYZVYQ-Q4O1},2025-01-29 18:49:50,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,18,2,29,0,1,0,0,0,U0000
{KNT4C9MO-9RA76ZL3-3O5A},2025-01-29 18:26:05,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,18,2,29,0,1,0,0,0,U0000
{9FYESY3E-4WCS0U0K-9A66},2025-01-29 11:27:56,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium,11,2,29,0,1,0,0,0,U0000
{A3RS0U4D-LBHFI0J9-TEJW},2025-01-29 13:24:51,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium,13,2,29,0,1,0,0,0,U0000
{1HEZWGGR-ANOXCNX1-7YOG},2025-01-29 07:13:08,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,7,2,29,0,1,0,0,0,U0000
{3N5LMOM6-RX55KRW4-8CMQ},2025-01-29 08:58:38,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,8,2,29,0,1,0,0,0,U0000
{BIE4GM2L-ZKJTAEPQ-WY1K},2025-01-29 10:22:10,allison.hill,PC-5000,process_start,teams.exe,explorer.exe,teams.exe,medium,10,2,29,0,1,0,0,0,U0000
{8FE80PJ9-8XK1QVHB-KFCX},2025-01-29 14:16:20,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,14,2,29,0,1,0,0,0,U0000
{LS0YNXCJ-ZCW7HW0J-YX0K},2025-01-30 14:33:06,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium,14,3,30,0,1,0,0,0,U0000
{RT75O6ND-A04VYD0K-Y4QK},2025-01-30 17:06:43,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,17,3,30,0,1,0,0,0,U0000
{4FW06HYW-8U0U2444-47HU},2025-01-30 07:34:25,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium,7,3,30,0,1,0,0,0,U0000
{9TOK6655-OBPB4VPG-1D93},2025-01-30 10:19:12,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,10,3,30,0,1,0,0,0,U0000
{L5O9XXY9-3ZHNVC9F-510W},2025-01-30 17:58:30,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,17,3,30,0,1,0,0,0,U0000
{R184OPAS-C43ZWD39-V68H},2025-01-30 16:31:18,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,16,3,30,0,1,0,0,0,U0000
{BXWV41HV-YOQJY1MQ-NYJT},2025-01-30 15:31:38,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium,15,3,30,0,1,0,0,0,U0000
{NTQWB5G2-3LY422PL-00QW},2025-01-30 18:13:36,allison.hill,PC-5000,process_start,slack.exe,explorer.exe,slack.exe,medium,18,3,30,0,1,0,0,0,U0000
{P657INQW-PECQ6OWH-MSOS},2025-01-30 07:19:27,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,7,3,30,0,1,0,0,0,U0000
{P54B635D-J45P7LAD-82KX},2025-01-30 14:11:10,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium,14,3,30,0,1,0,0,0,U0000
{081IGCCJ-FS5K462M-94VB},2025-01-30 19:49:46,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,19,3,30,0,1,0,0,0,U0000
{8NC9IZUR-YIM3MUQ3-KT0O},2025-01-30 10:58:05,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium,10,3,30,0,1,0,0,0,U0000
{6AOWXQXY-243GOWED-SKXG},2025-01-30 18:00:18,allison.hill,PC-5000,process_start,chrome.exe,explorer.exe,chrome.exe,medium,18,3,30,0,1,0,0,0,U0000
{QCLKZEPG-L3FWDSOB-OBX5},2025-01-31 16:52:54,allison.hill,PC-5000,process_start,acrobat.exe,explorer.exe,acrobat.exe,medium,16,4,31,0,1,0,0,0,U0000
{W9HNFTNH-J2DC0PAZ-DBNZ},2025-01-31 10:00:04,allison.hill,PC-5000,process_start,notepad.exe,explorer.exe,notepad.exe,medium,10,4,31,0,1,0,0,0,U0000
{Z6JJCTXE-Y4RSI1M2-A072},2025-01-31 12:34:39,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,12,4,31,0,1,0,0,0,U0000
{C6BS6EAA-UK5H4D12-GDN8},2025-01-31 18:10:35,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,18,4,31,0,1,0,0,0,U0000
{3I6PTDPO-QXM8QUKG-L3K8},2025-01-31 07:59:25,allison.hill,PC-5000,process_start,explorer.exe,explorer.exe,explorer.exe,medium,7,4,31,0,1,0,0,0,U0000
{JORYU80O-OONOLU7M-9F98},2025-01-31 14:19:27,allison.hill,PC-5000,process_start,excel.exe,explorer.exe,excel.exe,medium,14,4,31,0,1,0,0,0,U0000
{F6JJG4XP-A3AQU3LF-L9H6},2025-01-31 19:14:04,allison.hill,PC-5000,process_start,outlook.exe,explorer.exe,outlook.exe,medium,19,4,31,0,1,0,0,0,U0000
{PPEEUW76-4LGSL423-C66A},2025-01-31 08:29:36,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,8,4,31,0,1,0,0,0,U0000
{NIKBZFFS-MHPWMYYA-BXAV},2025-02-03 13:19:55,allison.hill,PC-5000,process_start,word.exe,explorer.exe,word.exe,medium,13,0,3,0,1,0,0,0,U0000
{5YH6ITOW-UG3WV5JV-NTP8},2025-02-03 08:24:59,allison.hill,PC-5000,process_start,firefox.exe,explorer.exe,firefox.exe,medium,8,0,3,0,1,0,0,0,U0000
