id,date,action,src_ip,dst_ip,dst_port,protocol,bytes_out,threat,user,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_blocked,has_threat
{06O191C3-QC8ISVO2-39B4},2025-01-15 08:43:32,allow,192.168.1.20,8.8.8.8,80,TCP,32236,,allison.hill,8,2,15,0,1,0,0,0
{LBUG395A-UFBUY5FE-4HU3},2025-01-15 09:49:10,allow,192.168.1.20,1.1.1.1,80,TCP,18904,,allison.hill,9,2,15,0,1,0,0,0
{P3WS1Z48-RH1D3PC0-2LX8},2025-01-15 13:32:39,allow,192.168.1.20,1.1.1.1,80,TCP,9001,,allison.hill,13,2,15,0,1,0,0,0
{AA58IOVT-34CHGBQ4-XXG4},2025-01-15 17:04:13,allow,192.168.1.20,8.8.8.8,53,TCP,2623,,allison.hill,17,2,15,0,1,0,0,0
{98J4HY51-RTV1MAT8-RK7K},2025-01-15 07:13:04,block,192.168.1.20,110.94.15.135,135,TCP,2435,policy_violation,allison.hill,7,2,15,0,1,0,1,1
{ZBTE15KU-SLST1E8A-QGID},2025-01-15 12:09:10,allow,192.168.1.20,1.1.1.1,80,TCP,27369,,allison.hill,12,2,15,0,1,0,0,0
{VO17XMBT-TCR4UZY9-PSGF},2025-01-15 08:08:45,allow,192.168.1.20,8.8.8.8,80,TCP,7121,,allison.hill,8,2,15,0,1,0,0,0
{0W35VSTN-KQH2LE6U-3NUU},2025-01-15 12:49:59,allow,192.168.1.20,8.8.8.8,443,TCP,44691,,allison.hill,12,2,15,0,1,0,0,0
{MV9Q4ZPT-O45FG723-S6DD},2025-01-15 09:33:25,allow,192.168.1.20,172.217.0.0,53,TCP,14437,,allison.hill,9,2,15,0,1,0,0,0
{DMPAWBFY-FPJVOJX0-INM7},2025-01-15 11:39:08,allow,192.168.1.20,1.1.1.1,443,TCP,43812,,allison.hill,11,2,15,0,1,0,0,0
{82VQQKRW-JVH3AX0B-GGO2},2025-01-15 16:31:03,block,192.168.1.20,95.198.29.249,135,TCP,4028,,allison.hill,16,2,15,0,1,0,1,0
{K0ICUT2F-SV6MPDME-T0W0},2025-01-15 10:08:55,block,192.168.1.20,91.2.20.19,3389,TCP,1608,policy_violation,allison.hill,10,2,15,0,1,0,1,1
{33R5UQQB-XMZ71T4P-1F4M},2025-01-15 12:20:02,allow,192.168.1.20,8.8.8.8,53,TCP,44352,,allison.hill,12,2,15,0,1,0,0,0
{ZCDL9CUZ-D8OKUGZZ-WJZA},2025-01-15 12:09:29,allow,192.168.1.20,8.8.8.8,80,TCP,5911,,allison.hill,12,2,15,0,1,0,0,0
{51L01I4C-OPAHL9W6-TV4U},2025-01-15 12:20:49,allow,192.168.1.20,8.8.8.8,443,TCP,31971,,allison.hill,12,2,15,0,1,0,0,0
{CKOYXOOR-AO48J95Y-9Y1O},2025-01-15 07:36:37,allow,192.168.1.20,8.8.8.8,53,TCP,47354,,allison.hill,7,2,15,0,1,0,0,0
{94MY3XE5-UQ8AWYNR-ATO5},2025-01-15 08:53:47,allow,192.168.1.20,172.217.0.0,443,TCP,57568,,allison.hill,8,2,15,0,1,0,0,0
{KFALCSAZ-P84H71NL-Z1MV},2025-01-15 17:56:42,allow,192.168.1.20,1.1.1.1,443,TCP,47839,,allison.hill,17,2,15,0,1,0,0,0
{W5EWUI4L-TIK3SXD9-BBPU},2025-01-15 13:05:48,allow,192.168.1.20,8.8.8.8,53,TCP,12100,,allison.hill,13,2,15,0,1,0,0,0
{7WK6N8XI-BM8G1AHA-2SJ0},2025-01-15 13:55:07,allow,192.168.1.20,1.1.1.1,53,TCP,3719,,allison.hill,13,2,15,0,1,0,0,0
{6P8PBBPB-KZ4VFXWZ-UPQP},2025-01-15 10:21:06,allow,192.168.1.20,1.1.1.1,443,TCP,39127,,allison.hill,10,2,15,0,1,0,0,0
{GDI5ET2J-XTWH49RU-XSWM},2025-01-16 07:28:06,allow,192.168.1.20,172.217.0.0,443,TCP,8588,,allison.hill,7,3,16,0,1,0,0,0
{M2T8IA09-WEBXHQ7A-1ZGY},2025-01-16 18:31:30,allow,192.168.1.20,1.1.1.1,53,TCP,39058,,allison.hill,18,3,16,0,1,0,0,0
{N46M6BRR-VCIKHVC9-9HBK},2025-01-16 13:49:58,allow,192.168.1.20,8.8.8.8,80,TCP,52104,,allison.hill,13,3,16,0,1,0,0,0
{KJI9K6EF-UVIQ8J4V-8JVK},2025-01-16 16:51:04,allow,192.168.1.20,8.8.8.8,443,TCP,51947,,allison.hill,16,3,16,0,1,0,0,0
{4RPOCZVF-IFKHDWKJ-MSQ2},2025-01-16 11:56:24,block,192.168.1.20,75.106.237.56,135,TCP,3001,geo_blocked,allison.hill,11,3,16,0,1,0,1,1
{U9KXZWBY-8CICOVK3-2US5},2025-01-16 09:45:04,allow,192.168.1.20,8.8.8.8,53,TCP,27721,,allison.hill,9,3,16,0,1,0,0,0
{0PD1F8NU-L1H6ZIE2-1J95},2025-01-16 18:21:30,block,192.168.1.20,140.54.148.68,135,TCP,2438,policy_violation,allison.hill,18,3,16,0,1,0,1,1
{OE5TDC6E-X5JPVRAO-3MF6},2025-01-16 18:01:25,allow,192.168.1.20,1.1.1.1,443,TCP,44608,,allison.hill,18,3,16,0,1,0,0,0
{89K5QWTP-JNC0Y13M-HYKX},2025-01-16 10:28:07,allow,192.168.1.20,1.1.1.1,443,TCP,8746,,allison.hill,10,3,16,0,1,0,0,0
{TKFAU0U0-TIWCGYS1-U60J},2025-01-16 10:51:35,allow,192.168.1.20,8.8.8.8,80,TCP,52108,,allison.hill,10,3,16,0,1,0,0,0
{9GO08UCR-6R3W2A2L-PU7W},2025-01-16 15:57:32,allow,192.168.1.20,1.1.1.1,53,TCP,6101,,allison.hill,15,3,16,0,1,0,0,0
{7ZITOMNL-AB5YX8GT-CK7K},2025-01-16 08:56:42,allow,192.168.1.20,8.8.8.8,443,TCP,43496,,allison.hill,8,3,16,0,1,0,0,0
{25M40LVU-4T9DTEPE-3RMT},2025-01-16 17:51:00,block,192.168.1.20,55.170.122.194,445,TCP,930,,allison.hill,17,3,16,0,1,0,1,0
{V0USHSWF-H5BY88WD-C9HL},2025-01-16 08:18:38,allow,192.168.1.20,172.217.0.0,443,TCP,52319,,allison.hill,8,3,16,0,1,0,0,0
{YPJ64C1L-MQDOC51A-NARM},2025-01-16 14:08:33,allow,192.168.1.20,1.1.1.1,443,TCP,54363,,allison.hill,14,3,16,0,1,0,0,0
{537YDIJ6-0V5UQ3JH-V8QX},2025-01-16 15:08:09,allow,192.168.1.20,8.8.8.8,53,TCP,54125,,allison.hill,15,3,16,0,1,0,0,0
{55VHLDNS-02A87U9C-GZ00},2025-01-16 08:00:45,allow,192.168.1.20,1.1.1.1,80,TCP,39463,,allison.hill,8,3,16,0,1,0,0,0
{KYKX30KO-ZFCSDS6C-U51A},2025-01-16 11:54:38,allow,192.168.1.20,172.217.0.0,443,TCP,16032,,allison.hill,11,3,16,0,1,0,0,0
{B7GK61FO-Y15O32ZI-SEB5},2025-01-16 14:55:29,allow,192.168.1.20,172.217.0.0,443,TCP,25459,,allison.hill,14,3,16,0,1,0,0,0
{VEOYE9Y4-RJVDH43Q-2AC3},2025-01-16 17:35:10,allow,192.168.1.20,8.8.8.8,80,TCP,22230,,allison.hill,17,3,16,0,1,0,0,0
{IR2NH4CY-JL4UK0EQ-RAAX},2025-01-16 15:23:00,allow,192.168.1.20,8.8.8.8,53,TCP,58346,,allison.hill,15,3,16,0,1,0,0,0
{7PMSG5A9-6Q6JQJWF-48QJ},2025-01-16 11:29:08,allow,192.168.1.20,172.217.0.0,53,TCP,20795,,allison.hill,11,3,16,0,1,0,0,0
{19X2ZWAB-LJ6RYCFX-7XTO},2025-01-16 12:40:59,allow,192.168.1.20,172.217.0.0,443,TCP,43909,,allison.hill,12,3,16,0,1,0,0,0
{8ST5MKZ4-GXIS6V1M-3T91},2025-01-16 08:20:48,allow,192.168.1.20,172.217.0.0,80,TCP,27651,,allison.hill,8,3,16,0,1,0,0,0
{C1W1EY0Y-J4PLELHN-ZTTN},2025-01-16 07:34:50,allow,192.168.1.20,1.1.1.1,443,TCP,33114,,allison.hill,7,3,16,0,1,0,0,0
{V5X0MMT6-5P1Y1V12-UVAL},2025-01-16 12:34:49,allow,192.168.1.20,1.1.1.1,53,TCP,16199,,allison.hill,12,3,16,0,1,0,0,0
{PK7BIUAR-IODRWTBL-KBR4},2025-01-16 11:53:15,block,192.168.1.20,106.203.139.25,23,TCP,3459,geo_blocked,allison.hill,11,3,16,0,1,0,1,1
{JKK8YBP5-7MYH0F9H-NF0C},2025-01-17 12:18:43,allow,192.168.1.20,8.8.8.8,443,TCP,15012,,allison.hill,12,4,17,0,1,0,0,0
{UJS4JMQC-WUP217L2-8R3X},2025-01-17 14:56:43,allow,192.168.1.20,172.217.0.0,53,TCP,11312,,allison.hill,14,4,17,0,1,0,0,0
{DMZ49A4P-O628FJFY-O9LA},2025-01-17 15:01:30,allow,192.168.1.20,8.8.8.8,443,TCP,54445,,allison.hill,15,4,17,0,1,0,0,0
{EBSTR80U-PNV89XPP-3ZAV},2025-01-17 12:27:34,allow,192.168.1.20,1.1.1.1,80,TCP,11478,,allison.hill,12,4,17,0,1,0,0,0
{TL3W9N2P-HZSEUMXK-68FH},2025-01-17 19:01:46,allow,192.168.1.20,1.1.1.1,80,TCP,7491,,allison.hill,19,4,17,0,1,0,0,0
{F3CVJJK4-TPEB59WS-37JB},2025-01-17 11:31:28,allow,192.168.1.20,1.1.1.1,443,TCP,37526,,allison.hill,11,4,17,0,1,0,0,0
{CSW5WKH8-TW1D2BUC-7WM8},2025-01-17 16:17:25,allow,192.168.1.20,1.1.1.1,443,TCP,4050,,allison.hill,16,4,17,0,1,0,0,0
{ESAYI7UU-P9Z3LA6E-PYZ3},2025-01-17 14:48:47,allow,192.168.1.20,1.1.1.1,443,TCP,32040,,allison.hill,14,4,17,0,1,0,0,0
{6HSRGUKV-GY9JS8BA-CWR8},2025-01-17 12:50:14,allow,192.168.1.20,1.1.1.1,443,TCP,37112,,allison.hill,12,4,17,0,1,0,0,0
{PKS9H49F-MOJKYV25-PW9E},2025-01-17 10:52:08,allow,192.168.1.20,172.217.0.0,80,TCP,39276,,allison.hill,10,4,17,0,1,0,0,0
{ZF5AH8JS-9AWDY1XL-JNN5},2025-01-17 17:38:57,allow,192.168.1.20,172.217.0.0,80,TCP,12386,,allison.hill,17,4,17,0,1,0,0,0
{WUHE30J6-CUNVIGE0-RI74},2025-01-17 10:04:05,allow,192.168.1.20,172.217.0.0,80,TCP,27564,,allison.hill,10,4,17,0,1,0,0,0
{HSFV9SQL-GSTYDHR5-GTTV},2025-01-17 13:00:35,allow,192.168.1.20,172.217.0.0,443,TCP,40695,,allison.hill,13,4,17,0,1,0,0,0
{73WCEMMU-4QPBC9M3-7AKK},2025-01-17 09:04:20,allow,192.168.1.20,8.8.8.8,53,TCP,50309,,allison.hill,9,4,17,0,1,0,0,0
{BXERH1V0-9RP2CKUB-9PAV},2025-01-17 07:30:22,allow,192.168.1.20,1.1.1.1,443,TCP,40582,,allison.hill,7,4,17,0,1,0,0,0
{JV9TUNV7-U6D45WWY-P8Z0},2025-01-17 10:54:33,allow,192.168.1.20,1.1.1.1,53,TCP,40865,,allison.hill,10,4,17,0,1,0,0,0
{OSPF88M6-URUNLB35-6IXN},2025-01-17 14:35:22,allow,192.168.1.20,172.217.0.0,80,TCP,59094,,allison.hill,14,4,17,0,1,0,0,0
{KZ2OBZTA-B4M30C84-AUYB},2025-01-17 10:40:07,allow,192.168.1.20,8.8.8.8,443,TCP,7087,,allison.hill,10,4,17,0,1,0,0,0
{BHM1V536-YQVXNS1X-E6W4},2025-01-17 07:19:54,allow,192.168.1.20,172.217.0.0,53,TCP,5642,,allison.hill,7,4,17,0,1,0,0,0
{ZRA0M2RG-LBKXSC43-AQ90},2025-01-17 07:41:12,allow,192.168.1.20,172.217.0.0,443,TCP,50254,,allison.hill,7,4,17,0,1,0,0,0
{V2O2L50M-H8DIL36Y-09J5},2025-01-17 08:09:57,allow,192.168.1.20,8.8.8.8,80,TCP,1361,,allison.hill,8,4,17,0,1,0,0,0
{5ET2I8Q0-JXIAHOT1-65KU},2025-01-17 19:39:24,allow,192.168.1.20,1.1.1.1,53,TCP,51670,,allison.hill,19,4,17,0,1,0,0,0
{OUEQW360-9W7PZOSE-ZKNL},2025-01-17 08:05:15,allow,192.168.1.20,172.217.0.0,443,TCP,57624,,allison.hill,8,4,17,0,1,0,0,0
{EB0PD27N-SC9HC99Q-C5NC},2025-01-17 17:21:20,block,192.168.1.20,251.158.189.253,445,TCP,4985,geo_blocked,allison.hill,17,4,17,0,1,0,1,1
{6QDAUTYP-9UU97TMN-PJQ6},2025-01-17 11:26:28,block,192.168.1.20,108.120.190.154,3389,TCP,3142,geo_blocked,allison.hill,11,4,17,0,1,0,1,1
{48F5NU57-89SK7F97-0DD6},2025-01-17 09:44:24,allow,192.168.1.20,172.217.0.0,53,TCP,48049,,allison.hill,9,4,17,0,1,0,0,0
{Q5JP5D5H-FVTU3NPV-B0NR},2025-01-17 14:22:25,allow,192.168.1.20,172.217.0.0,443,TCP,35664,,allison.hill,14,4,17,0,1,0,0,0
{OO5KGXXT-V2KCN21H-KAM2},2025-01-17 11:02:24,allow,192.168.1.20,8.8.8.8,443,TCP,8586,,allison.hill,11,4,17,0,1,0,0,0
{YTPTIFVW-I36EEZUT-UM96},2025-01-17 15:54:16,allow,192.168.1.20,8.8.8.8,53,TCP,59026,,allison.hill,15,4,17,0,1,0,0,0
{UUSCUOHC-LSCOJW4T-HEML},2025-01-20 08:49:33,allow,192.168.1.20,172.217.0.0,443,TCP,29970,,allison.hill,8,0,20,0,1,0,0,0
{R2A290TH-0JLA6W1M-L4G6},2025-01-20 11:09:14,allow,192.168.1.20,1.1.1.1,80,TCP,7632,,allison.hill,11,0,20,0,1,0,0,0
{6888BPF9-Z442PLRA-1EBE},2025-01-20 14:32:57,allow,192.168.1.20,1.1.1.1,53,TCP,41915,,allison.hill,14,0,20,0,1,0,0,0
{4CXAZ6ZE-KIMPFCBD-NAFW},2025-01-20 19:17:43,allow,192.168.1.20,8.8.8.8,80,TCP,59658,,allison.hill,19,0,20,0,1,0,0,0
{PGR3PJKS-XXF9M9TM-QU1C},2025-01-20 16:32:24,allow,192.168.1.20,8.8.8.8,53,TCP,22874,,allison.hill,16,0,20,0,1,0,0,0
{UNOWFN8A-HGSU4WVQ-AOTP},2025-01-20 18:01:02,allow,192.168.1.20,172.217.0.0,443,TCP,37237,,allison.hill,18,0,20,0,1,0,0,0
{1BOD22F3-EJJM3KSB-ST4Z},2025-01-20 11:29:53,allow,192.168.1.20,172.217.0.0,443,TCP,56719,,allison.hill,11,0,20,0,1,0,0,0
{SLN8ERYL-S5FTZ004-36C0},2025-01-20 16:39:27,allow,192.168.1.20,8.8.8.8,53,TCP,53152,,allison.hill,16,0,20,0,1,0,0,0
{1CVFEA87-1MK7W74M-E1NA},2025-01-20 15:34:53,allow,192.168.1.20,1.1.1.1,80,TCP,12340,,allison.hill,15,0,20,0,1,0,0,0
{F2JW0L2Y-JGO5ED3X-A1ED},2025-01-20 13:08:52,allow,192.168.1.20,8.8.8.8,80,TCP,8770,,allison.hill,13,0,20,0,1,0,0,0
{NLX7TPOT-Q4JOHWLU-00HH},2025-01-20 16:43:27,allow,192.168.1.20,8.8.8.8,443,TCP,37420,,allison.hill,16,0,20,0,1,0,0,0
{II3HPFD7-STH0SB2Y-CJID},2025-01-20 12:19:09,allow,192.168.1.20,172.217.0.0,53,TCP,29530,,allison.hill,12,0,20,0,1,0,0,0
{0J5F4K3E-7NGSJ6FP-ADWX},2025-01-20 09:36:29,allow,192.168.1.20,172.217.0.0,80,TCP,35119,,allison.hill,9,0,20,0,1,0,0,0
{M3DFTH9Z-9LP9ELNM-SJWS},2025-01-20 18:10:10,allow,192.168.1.20,8.8.8.8,443,TCP,40783,,allison.hill,18,0,20,0,1,0,0,0
{TNTPWB18-F81SBPIK-2CQB},2025-01-20 10:32:18,allow,192.168.1.20,8.8.8.8,80,TCP,23929,,allison.hill,10,0,20,0,1,0,0,0
{83EZ89ZQ-I9I1FC7T-P2EJ},2025-01-20 15:31:29,block,192.168.1.20,181.205.6.15,445,TCP,630,,allison.hill,15,0,20,0,1,0,1,0
{T871GG2R-E66NVT86-UK8O},2025-01-20 08:28:46,allow,192.168.1.20,172.217.0.0,53,TCP,58219,,allison.hill,8,0,20,0,1,0,0,0
{ISLOZG4G-AZSVM0O9-Y0DP},2025-01-20 13:36:00,allow,192.168.1.20,1.1.1.1,53,TCP,55238,,allison.hill,13,0,20,0,1,0,0,0
{3Y3UIR7K-MEZR704O-TWHJ},2025-01-20 19:17:00,block,192.168.1.20,210.161.32.46,3389,TCP,3414,,allison.hill,19,0,20,0,1,0,1,0
{95JMEQKE-5TYA9S9J-AERW},2025-01-20 14:19:58,allow,192.168.1.20,172.217.0.0,80,TCP,40194,,allison.hill,14,0,20,0,1,0,0,0
{S066M33T-D3HPC558-7QKQ},2025-01-20 07:04:21,allow,192.168.1.20,172.217.0.0,443,TCP,27783,,allison.hill,7,0,20,0,1,0,0,0
{UX85MOUR-PXLHWDLU-U4YW},2025-01-20 11:17:38,allow,192.168.1.20,8.8.8.8,80,TCP,54389,,allison.hill,11,0,20,0,1,0,0,0
{AH8LZG4T-G51BPE5C-N7UK},2025-01-20 09:26:12,allow,192.168.1.20,172.217.0.0,53,TCP,37242,,allison.hill,9,0,20,0,1,0,0,0
{7D19VCZM-ADE7US57-06F4},2025-01-20 09:28:38,allow,192.168.1.20,1.1.1.1,443,TCP,7089,,allison.hill,9,0,20,0,1,0,0,0
{ZZJ1K8L6-4NRH8M4V-AP8R},2025-01-20 17:12:30,allow,192.168.1.20,8.8.8.8,80,TCP,24077,,allison.hill,17,0,20,0,1,0,0,0
{VEK93Q6O-CDOWZHZB-QG6E},2025-01-20 10:40:44,allow,192.168.1.20,1.1.1.1,80,TCP,9539,,allison.hill,10,0,20,0,1,0,0,0
{FTBSPSEB-ALQHC7JD-VRPR},2025-01-21 13:56:26,allow,192.168.1.20,8.8.8.8,443,TCP,9043,,allison.hill,13,1,21,0,1,0,0,0
{RX8Q1A4J-LSJT32J1-RYPM},2025-01-21 07:51:16,allow,192.168.1.20,172.217.0.0,443,TCP,55007,,allison.hill,7,1,21,0,1,0,0,0
{B9B6XVOE-7O34Y9G0-7SCI},2025-01-21 08:50:52,allow,192.168.1.20,1.1.1.1,80,TCP,55645,,allison.hill,8,1,21,0,1,0,0,0
{S7KXT2C7-JYVUQYZT-TYIC},2025-01-21 16:10:38,allow,192.168.1.20,8.8.8.8,80,TCP,10541,,allison.hill,16,1,21,0,1,0,0,0
{UNU8E09W-IXAW70G6-8N6F},2025-01-21 08:45:56,allow,192.168.1.20,172.217.0.0,53,TCP,20327,,allison.hill,8,1,21,0,1,0,0,0
{FB889M63-KYKREJ5G-86BF},2025-01-21 19:00:55,allow,192.168.1.20,1.1.1.1,443,TCP,5010,,allison.hill,19,1,21,0,1,0,0,0
{9JWTIC97-J70YJHIL-SIHH},2025-01-21 12:37:19,allow,192.168.1.20,172.217.0.0,443,TCP,14379,,allison.hill,12,1,21,0,1,0,0,0
{EK6CQKO0-K4AZHSM9-1R0Z},2025-01-21 07:10:07,allow,192.168.1.20,172.217.0.0,443,TCP,8736,,allison.hill,7,1,21,0,1,0,0,0
{RYF1ZP2E-DVFME9PS-YVWN},2025-01-21 18:45:59,allow,192.168.1.20,8.8.8.8,443,TCP,38886,,allison.hill,18,1,21,0,1,0,0,0
{315RL60K-CPPN32LV-AOM2},2025-01-21 19:45:26,allow,192.168.1.20,1.1.1.1,443,TCP,49835,,allison.hill,19,1,21,0,1,0,0,0
{8OM1ETMU-570U21ZI-ZKBF},2025-01-21 13:52:42,allow,192.168.1.20,172.217.0.0,53,TCP,52844,,allison.hill,13,1,21,0,1,0,0,0
{OXPR7IHF-L4A6362F-7UEP},2025-01-21 17:21:45,allow,192.168.1.20,8.8.8.8,53,TCP,50239,,allison.hill,17,1,21,0,1,0,0,0
{7N4KEVJ1-ZUIZC3UB-DXMV},2025-01-21 19:53:23,allow,192.168.1.20,1.1.1.1,80,TCP,53298,,allison.hill,19,1,21,0,1,0,0,0
{IRSKW3G4-CAUH2BFH-SMDH},2025-01-21 17:53:48,allow,192.168.1.20,1.1.1.1,80,TCP,3585,,allison.hill,17,1,21,0,1,0,0,0
{49NESDZT-ML7R0A1K-6KYW},2025-01-21 16:35:13,allow,192.168.1.20,8.8.8.8,80,TCP,42003,,allison.hill,16,1,21,0,1,0,0,0
{9AHYT54C-A2N8XT4G-BT1K},2025-01-21 14:34:29,allow,192.168.1.20,8.8.8.8,443,TCP,16671,,allison.hill,14,1,21,0,1,0,0,0
{EFR4CTCS-P759JCKR-X6NP},2025-01-21 08:08:11,allow,192.168.1.20,8.8.8.8,53,TCP,2511,,allison.hill,8,1,21,0,1,0,0,0
{3SGAJYCB-HOVDLPNE-OMNB},2025-01-21 07:44:07,allow,192.168.1.20,8.8.8.8,443,TCP,44673,,allison.hill,7,1,21,0,1,0,0,0
{3EVZP5P7-NC8GZ8R1-274P},2025-01-21 15:30:32,allow,192.168.1.20,1.1.1.1,53,TCP,26421,,allison.hill,15,1,21,0,1,0,0,0
{5R28FTB9-Q3NSGJF4-XF6F},2025-01-21 15:11:52,allow,192.168.1.20,8.8.8.8,80,TCP,24208,,allison.hill,15,1,21,0,1,0,0,0
{GW6RRJAX-P9J51S0X-6VLS},2025-01-21 08:01:52,allow,192.168.1.20,172.217.0.0,80,TCP,23309,,allison.hill,8,1,21,0,1,0,0,0
{G3R91ZQ7-6KCT81SG-B0CS},2025-01-21 09:08:16,allow,192.168.1.20,172.217.0.0,53,TCP,41004,,allison.hill,9,1,21,0,1,0,0,0
{4NVUC99X-BCV6CDHI-9FQ9},2025-01-21 10:57:51,allow,192.168.1.20,8.8.8.8,53,TCP,23847,,allison.hill,10,1,21,0,1,0,0,0
{HPMK8311-X2H4UI3R-46QN},2025-01-21 15:37:07,allow,192.168.1.20,1.1.1.1,53,TCP,56868,,allison.hill,15,1,21,0,1,0,0,0
{J2T2ZKQO-W1XT0XC2-MLNB},2025-01-21 07:52:11,allow,192.168.1.20,1.1.1.1,53,TCP,45354,,allison.hill,7,1,21,0,1,0,0,0
{CHADLN6R-10ICBXCD-GVX0},2025-01-21 19:17:06,allow,192.168.1.20,1.1.1.1,53,TCP,16117,,allison.hill,19,1,21,0,1,0,0,0
{1ZQA0S96-HI8U3SO5-UWUV},2025-01-21 15:37:10,allow,192.168.1.20,172.217.0.0,443,TCP,58327,,allison.hill,15,1,21,0,1,0,0,0
{CVNJH6Y8-ECGP0B5T-YA22},2025-01-21 18:41:51,allow,192.168.1.20,8.8.8.8,80,TCP,21228,,allison.hill,18,1,21,0,1,0,0,0
{3JKFUNIU-Y7YIYJWI-A6LI},2025-01-21 10:57:29,allow,192.168.1.20,172.217.0.0,443,TCP,13460,,allison.hill,10,1,21,0,1,0,0,0
{BL262S4G-3NSS3DDM-3E67},2025-01-21 08:18:32,allow,192.168.1.20,172.217.0.0,53,TCP,38751,,allison.hill,8,1,21,0,1,0,0,0
{T7J7G9RH-VRF239IQ-9Z39},2025-01-21 12:25:00,allow,192.168.1.20,1.1.1.1,53,TCP,58872,,allison.hill,12,1,21,0,1,0,0,0
{4FSYEBDI-JLMV0P5C-8C80},2025-01-21 16:45:20,allow,192.168.1.20,1.1.1.1,53,TCP,23775,,allison.hill,16,1,21,0,1,0,0,0
{ON0Z6KN5-6V941QL4-SOWT},2025-01-21 08:22:50,allow,192.168.1.20,172.217.0.0,53,TCP,34388,,allison.hill,8,1,21,0,1,0,0,0
{WNXV2E11-3MTFC0R6-O10B},2025-01-21 19:01:31,allow,192.168.1.20,1.1.1.1,443,TCP,41081,,allison.hill,19,1,21,0,1,0,0,0
{YP6DX9OX-6O5R08Q5-U6JZ},2025-01-21 18:08:25,allow,192.168.1.20,8.8.8.8,53,TCP,38317,,allison.hill,18,1,21,0,1,0,0,0
{0LHPDO6M-SS0TSN4Z-TRA3},2025-01-22 08:04:29,block,192.168.1.20,87.139.91.165,135,TCP,2464,policy_violation,allison.hill,8,2,22,0,1,0,1,1
{Y56G4NIR-11H963LT-7LGB},2025-01-22 09:54:38,allow,192.168.1.20,172.217.0.0,53,TCP,26704,,allison.hill,9,2,22,0,1,0,0,0
{J83KPCSN-HA4ULAK8-82FV},2025-01-22 15:04:01,allow,192.168.1.20,1.1.1.1,53,TCP,15670,,allison.hill,15,2,22,0,1,0,0,0
{5AO16KBF-7KFKR907-ROGU},2025-01-22 08:29:59,allow,192.168.1.20,1.1.1.1,53,TCP,49117,,allison.hill,8,2,22,0,1,0,0,0
